year;state_name;prom_crimenes
1985;missouri;39921.454545454544
1991;alabama;39890.90909090909
2020;tennessee;39852.99072356215
2001;south carolina;39849.90271132376
2019;pennsylvania;39788.49494949495
2013;missouri;39787.09956709956
2005;south carolina;39673.4081632653
2006;south carolina;39643.83813747229
1992;alabama;39617.181818181816
1981;colorado;39613.454545454544
1986;tennessee;39596.36363636364
2002;south carolina;39559.18309859155
2011;new jersey;39441.4522190408
2008;virginia;39411.52843037113
1992;wisconsin;39320.237449118045
1984;indiana;39279.818181818184
2009;maryland;39259.358288770054
1979;louisiana;39226.0
1985;virginia;39206.181818181816
1982;colorado;39197.09090909091
1985;indiana;39133.454545454544
1984;missouri;39126.181818181816
1993;south carolina;39102.92929292929
1990;wisconsin;39090.90909090909
2000;south carolina;39004.03282828283
2000;virginia;38973.570426487095
1984;virginia;38771.09090909091
2019;arizona;38707.038277511965
2007;virginia;38691.76167076167
1981;arizona;38664.90909090909
1987;colorado;38660.72727272727
1992;south carolina;38606.40909090909
2007;louisiana;38602.005865102634
2009;virginia;38585.97878787879
1986;indiana;38576.36363636364
2006;virginia;38535.81524926687
2013;indiana;38530.22181818182
2018;michigan;38503.819685081646
2008;alabama;38460.36363636364
1982;wisconsin;38458.90909090909
1998;massachusetts;38401.743632221995
1997;alabama;38397.818181818184
2011;south carolina;38389.70674486804
1980;colorado;38379.454545454544
1990;south carolina;38323.454545454544
2010;new jersey;38200.484011384564
2009;south carolina;38021.047539616346
2010;south carolina;38005.05671392827
1983;colorado;37822.72727272727
1996;minnesota;37799.57259158752
2009;new jersey;37794.63636363636
2012;south carolina;37732.69493006993
1995;minnesota;37697.088357256784
2012;new jersey;37675.23924392439
2017;missouri;37665.00779220779
1979;wisconsin;37656.72727272727
2005;colorado;37628.10327272727
1999;south carolina;37620.60523038605
1994;alabama;37610.72727272727
1997;minnesota;37607.23831775701
1992;colorado;37596.024381748524
2015;missouri;37499.82363636364
1995;alabama;37488.72727272727
1995;oregon;37487.15789473684
1996;alabama;37447.63636363636
2006;louisiana;37437.22727272727
1992;minnesota;37393.454545454544
1984;colorado;37391.27272727273
1982;tennessee;37323.27272727273
1991;colorado;37296.38565340909
2010;maryland;37258.62954545455
2007;alabama;37247.87012987013
2020;arizona;37215.10654588591
2010;virginia;37198.819220779216
2014;missouri;37189.46052631579
1980;tennessee;37173.818181818184
2016;missouri;37165.656384065376
1993;alabama;37141.72727272727
1993;wisconsin;37136.69377990431
1982;arizona;37081.09090909091
2019;michigan;36989.98340050754
1997;oregon;36969.87965367965
1988;colorado;36957.63636363636
1989;wisconsin;36855.09090909091
1995;colorado;36764.73642464918
1983;wisconsin;36761.454545454544
2000;alabama;36756.181818181816
2004;alabama;36667.84848484848
2003;alabama;36651.454545454544
2009;louisiana;36637.51048951049
1999;massachusetts;36630.251982916416
2006;alabama;36509.454545454544
2008;louisiana;36508.78561736771
1994;wisconsin;36447.04318181818
1987;wisconsin;36440.90909090909
2002;alabama;36424.818181818184
1989;colorado;36423.27272727273
1998;alabama;36375.454545454544
2014;indiana;36331.74153297683
1990;colorado;36260.72727272727
1993;minnesota;36242.36363636364
1991;minnesota;36233.05414141414
2009;alabama;36219.47474747475
1995;wisconsin;36195.03232323232
2011;virginia;36167.763141620286
2002;massachusetts;36162.99850968704
1984;wisconsin;36154.72727272727
1986;oklahoma;36139.09090909091
1981;tennessee;36137.454545454544
1990;alabama;36109.818181818184
1990;minnesota;36104.90909090909
1984;arizona;36077.454545454544
1985;tennessee;36076.181818181816
2013;south carolina;36072.756993006995
1994;minnesota;36046.0
2015;indiana;36024.79942279943
2001;massachusetts;35940.12059683126
2004;colorado;35900.027272727275
1989;south carolina;35881.454545454544
1996;wisconsin;35853.15644820296
1987;oklahoma;35847.09090909091
1993;colorado;35835.00153217569
2005;alabama;35831.09090909091
2016;indiana;35702.47257383966
1986;wisconsin;35642.0
1987;minnesota;35633.818181818184
2002;colorado;35626.09185606061
1996;colorado;35579.64935064936
2011;maryland;35576.62152133581
2003;colorado;35540.01797040169
1979;colorado;35537.454545454544
2003;massachusetts;35441.2144638404
1980;minnesota;35439.63636363636
2019;missouri;35383.21178821179
2018;missouri;35358.62878787879
1994;colorado;35354.11807732497
1994;oregon;35329.74319465845
2012;virginia;35293.93741765481
2011;louisiana;35256.30909090909
2013;new jersey;35239.71607378129
1981;minnesota;35223.818181818184
2005;louisiana;35183.11229946524
1988;oregon;35178.0
2011;alabama;35157.180722891564
2014;south carolina;35106.71869639794
1988;wisconsin;35083.454545454544
2001;alabama;35060.90909090909
1999;alabama;35058.0
1979;arizona;35000.90909090909
1996;oregon;34934.247885835095
2000;massachusetts;34934.07079303675
1981;alabama;34878.90909090909
1985;wisconsin;34872.36363636364
1998;minnesota;34764.320747800586
1986;oregon;34734.0
2010;louisiana;34711.85314685315
1989;minnesota;34691.09090909091
2012;alabama;34650.27272727273
1989;alabama;34649.63636363636
1980;alabama;34638.36363636364
2013;louisiana;34624.719696969696
2020;colorado;34623.83831168831
2012;maryland;34618.61558441559
2016;louisiana;34603.3965034965
1997;wisconsin;34570.93636363636
1987;oregon;34515.454545454544
2020;missouri;34514.630882558304
2015;south carolina;34455.17727272727
1983;arizona;34433.09090909091
1988;south carolina;34373.27272727273
2016;south carolina;34346.57878787879
2013;virginia;34301.27937915743
1988;alabama;34229.27272727273
1983;tennessee;34172.0
2004;massachusetts;34117.38293550025
2010;alabama;34035.99043062201
2013;maryland;33954.37789661319
2017;south carolina;33938.24134199134
1996;oklahoma;33928.86527929901
2001;colorado;33888.52741702742
2017;louisiana;33878.61255411255
1981;oregon;33866.72727272727
2006;massachusetts;33848.50189393939
2008;massachusetts;33829.57792207792
1988;minnesota;33780.36363636364
2014;louisiana;33758.58585858586
2017;indiana;33745.065604498595
2012;louisiana;33730.454545454544
1998;oregon;33696.35823582359
2010;massachusetts;33679.92980437284
1998;wisconsin;33653.27272727273
1982;minnesota;33474.545454545456
2020;michigan;33427.646960256774
1986;minnesota;33422.36363636364
2009;massachusetts;33397.78204760539
2015;louisiana;33370.84688995215
1984;tennessee;33358.545454545456
1995;oklahoma;33358.44963144963
2013;alabama;33345.27272727273
2007;massachusetts;33315.851403553956
1981;connecticut;33240.545454545456
1982;alabama;33218.36363636364
1988;oklahoma;33158.72727272727
1997;oklahoma;33139.0133037694
2006;colorado;33134.62272727273
2018;south carolina;33128.608391608395
1980;connecticut;33100.181818181816
1987;alabama;33045.63636363636
1994;oklahoma;32996.604545454546
2005;massachusetts;32977.826203208555
1997;colorado;32917.98023715415
1985;oregon;32878.181818181816
2003;oregon;32795.451015004415
1979;connecticut;32733.272727272728
1991;oklahoma;32725.39393939394
2001;wisconsin;32621.29508196721
2018;louisiana;32613.333333333332
2014;virginia;32601.063562453808
1985;oklahoma;32560.0
2019;south carolina;32547.067476383265
2014;new jersey;32499.305465367965
1979;minnesota;32427.090909090908
2018;colorado;32417.645349798775
1998;colorado;32400.759888965993
2001;minnesota;32399.613636363636
2014;maryland;32315.488636363636
2002;minnesota;32265.585311240484
1989;oklahoma;32255.454545454544
2004;oregon;32219.212903225805
1990;connecticut;32194.18181818182
2011;massachusetts;32194.096590909092
2002;wisconsin;32180.77807486631
2016;virginia;32147.283464566928
1987;south carolina;32144.363636363636
1991;connecticut;32097.79183135705
1990;oklahoma;32020.18181818182
1979;tennessee;31961.090909090908
2007;wisconsin;31934.810276679844
2014;alabama;31915.0202020202
2015;virginia;31890.597813578825
2006;minnesota;31877.22627737226
2019;louisiana;31856.787878787876
2001;oregon;31850.99836199836
1993;oregon;31785.177215189873
1980;oregon;31738.363636363636
1992;oklahoma;31722.115027829313
2017;colorado;31655.265345765347
1982;oregon;31631.454545454544
1986;alabama;31601.272727272728
1989;oregon;31589.81818181818
2019;colorado;31565.62432012432
2005;minnesota;31554.61959399823
1986;south carolina;31552.909090909092
2016;colorado;31535.445820845824
1985;minnesota;31517.81818181818
2007;minnesota;31512.29473074696
1992;oregon;31508.367504835587
1999;wisconsin;31467.32838589981
2006;wisconsin;31391.645989304812
2018;indiana;31363.200353045013
2015;maryland;31345.164079822614
2000;wisconsin;31296.549323017407
1999;minnesota;31237.96621078037
1982;south carolina;31221.454545454544
2000;minnesota;31203.30769230769
2002;oregon;31172.847988077494
2000;colorado;31147.55805580558
2017;virginia;31119.048821548822
1982;connecticut;31114.363636363636
1993;oklahoma;31102.88077496274
2003;minnesota;31088.286257928117
2008;wisconsin;31085.350239234453
1989;connecticut;31035.454545454544
2005;oregon;31027.195652173912
2012;massachusetts;30977.965203761756
2020;south carolina;30949.938311688315
2016;maryland;30924.670745920743
2016;alabama;30878.85064935065
2003;wisconsin;30871.964809384164
2017;alabama;30772.454545454544
2015;new jersey;30744.60303030303
2003;oklahoma;30722.380382775118
2004;minnesota;30686.705591479647
2015;alabama;30631.47272727273
1981;south carolina;30618.545454545456
1991;oregon;30576.886977886978
1998;oklahoma;30452.043062200955
1983;minnesota;30395.81818181818
2004;oklahoma;30384.679144385027
1984;oregon;30355.636363636364
1980;south carolina;30306.545454545456
1983;oregon;30254.18181818182
1982;oklahoma;30166.727272727272
1999;oregon;30158.584626755357
1992;connecticut;30144.392496392495
2000;oregon;30143.029449423815
2002;oklahoma;30131.386363636364
2013;massachusetts;30073.73633773634
1988;connecticut;30038.909090909092
2017;maryland;30005.854723707664
1999;colorado;29967.451612903227
2020;louisiana;29880.9303030303
2018;alabama;29867.090909090908
2015;colorado;29707.546304163126
2008;minnesota;29704.941241685145
2007;colorado;29621.204257767546
1983;oklahoma;29556.909090909092
1983;alabama;29520.18181818182
2009;wisconsin;29517.87542087542
1985;south carolina;29456.909090909092
2005;oklahoma;29355.740576496675
1984;oklahoma;29337.272727272728
2018;virginia;29285.539393939394
1979;oregon;29280.909090909092
2005;wisconsin;29260.260606060605
2017;new jersey;29217.377525252527
1990;oregon;29177.81818181818
2016;new jersey;29167.81914551879
1987;connecticut;29166.0
1979;alabama;29081.81818181818
1984;minnesota;29069.81818181818
2019;virginia;29053.935173160175
2001;oklahoma;28984.053359683792
1985;alabama;28820.545454545456
2004;wisconsin;28775.787081339713
2000;oklahoma;28601.676136363636
1999;oklahoma;28598.906926406926
2013;colorado;28578.05285412262
2012;wisconsin;28553.013175230568
2010;wisconsin;28537.301075268817
2008;colorado;28514.056541019956
2019;indiana;28505.822427572428
1983;connecticut;28400.727272727272
1983;south carolina;28313.272727272728
1984;alabama;28307.454545454544
2012;colorado;28238.793169793167
2011;wisconsin;28033.904487917145
2014;colorado;28028.17988394584
1986;connecticut;27998.0
1984;south carolina;27977.636363636364
2019;alabama;27957.18181818182
2014;massachusetts;27816.156914893618
1993;connecticut;27709.127742946708
2009;minnesota;27666.71598336304
1980;oklahoma;27572.727272727272
2010;colorado;27517.701298701297
2018;maryland;27505.670454545456
2009;colorado;27495.53758741259
2009;oklahoma;27439.465151515153
2012;minnesota;27377.781565656565
1981;oklahoma;27247.272727272728
1985;connecticut;27150.909090909092
2012;oklahoma;27105.103896103894
1994;connecticut;27082.35561497326
2010;minnesota;27082.248389405868
2011;colorado;27067.803519061585
1979;south carolina;27007.272727272728
2011;minnesota;27002.421990171988
2006;oregon;26981.627525252527
2006;oklahoma;26843.893048128342
2010;oklahoma;26831.063079777363
1995;connecticut;26816.256008359454
2019;maryland;26722.190909090907
2007;oklahoma;26719.051515151514
1984;connecticut;26544.545454545456
2008;oklahoma;26527.55218855219
2020;indiana;26486.715656565655
2011;oklahoma;26352.093939393937
2013;minnesota;26297.453282828283
2013;oklahoma;26267.071881606767
2018;new jersey;26188.662051709758
2007;oregon;26144.47391070468
2020;virginia;26140.930400059708
2013;wisconsin;25904.409090909092
2015;massachusetts;25841.403229374035
2016;oklahoma;25432.85714285714
2014;minnesota;25417.0426716141
2014;wisconsin;25299.04895104895
1996;connecticut;25167.708133971293
1991;kansas;25106.803030303032
1980;iowa;25095.636363636364
2017;minnesota;24971.290062790064
2019;new jersey;24966.556498722162
2015;minnesota;24939.176748167334
2018;oregon;24864.41699604743
2020;minnesota;24856.440340909092
1981;iowa;24843.272727272728
2017;oregon;24744.694545454546
2012;oregon;24738.522727272728
1979;oklahoma;24729.454545454544
2014;oklahoma;24717.07038123167
2013;oregon;24568.29679144385
2008;oregon;24560.83008091385
2018;oklahoma;24467.239393939395
2016;massachusetts;24406.367097369635
1992;kansas;24405.0
2014;oregon;24368.257575757576
2015;oklahoma;24339.062244062246
1997;kansas;24311.090909090908
2016;minnesota;24298.315784340815
2017;oklahoma;24248.54858934169
2016;oregon;24247.03313508921
2016;wisconsin;24241.892773892774
2015;wisconsin;24198.594080338265
2019;oklahoma;24163.856304985336
2019;minnesota;24109.853646353647
2019;oregon;24092.338100102144
2011;oregon;23912.572727272727
2015;oregon;23824.671328671328
1982;kentucky;23791.636363636364
1997;connecticut;23689.84151246983
2011;kentucky;23547.155761436014
1995;kentucky;23524.436588103254
1981;kentucky;23507.090909090908
1994;mississippi;23474.242424242424
1981;kansas;23395.636363636364
1990;kansas;23393.454545454544
1998;kansas;23289.548821548822
2020;alabama;23243.98653198653
1994;kentucky;23222.340909090908
2005;arkansas;23198.216835016836
2006;arkansas;23194.485116653257
1983;kentucky;23194.363636363636
2007;arkansas;23156.848484848484
2008;kentucky;23125.164556962027
2020;oklahoma;23116.519936204146
1980;kansas;23029.090909090908
1997;mississippi;22991.272727272728
2010;oregon;22965.791723202172
2020;oregon;22950.8575132771
1993;kansas;22895.272727272728
2018;minnesota;22875.87481962482
1995;kansas;22790.909090909092
2017;wisconsin;22772.290043290046
1989;kansas;22767.090909090908
1980;kentucky;22734.363636363636
2008;arkansas;22730.137351778656
1979;iowa;22705.272727272728
1992;kentucky;22692.727272727272
2009;oregon;22682.759888965993
2004;arkansas;22678.381161007666
1991;kentucky;22671.272727272728
2011;arkansas;22656.42424242424
2009;arkansas;22543.630303030302
1998;connecticut;22541.848484848488
1994;kansas;22507.454545454544
1989;kentucky;22478.18181818182
1993;kentucky;22457.64335664336
1997;utah;22446.04370629371
2012;arkansas;22408.292335115864
2015;nevada;22404.003134796236
1996;kentucky;22361.16680567139
1996;mississippi;22335.909090909092
1991;arkansas;22319.25
2017;massachusetts;22318.863180998524
2020;maryland;22311.671284271284
2012;kentucky;22301.58422459893
1998;kentucky;22297.905303030304
1997;kentucky;22220.465909090908
1987;kentucky;22158.727272727272
2010;kentucky;22141.952706253283
1995;mississippi;22141.772727272728
1990;kentucky;22108.0
1987;kansas;22076.363636363636
1988;kansas;22066.0
2016;nevada;22024.528541226216
2006;nevada;22005.825454545455
2006;kentucky;21962.818181818184
2013;arkansas;21955.713804713803
1998;mississippi;21936.81818181818
2020;new jersey;21929.20779220779
1996;kansas;21894.990259740258
2007;kentucky;21878.573863636364
1982;iowa;21848.363636363636
2003;kansas;21838.840445269016
2004;kansas;21837.97402597403
2009;kentucky;21803.865715983364
1996;utah;21767.964560862867
2002;kentucky;21763.21518987342
2000;kentucky;21751.47129186603
2001;mississippi;21749.18181818182
1997;new mexico;21725.30681818182
2002;mississippi;21718.060606060604
1982;kansas;21680.727272727272
1997;arkansas;21645.81818181818
1995;utah;21607.173322005096
1986;kansas;21578.727272727272
2010;arkansas;21552.535353535353
2000;kansas;21551.603636363638
1986;iowa;21515.636363636364
1999;mississippi;21498.045454545456
1996;arkansas;21446.636363636364
2001;kentucky;21431.42278203724
1999;kansas;21419.82483370288
1994;arkansas;21403.463636363635
1987;iowa;21333.454545454544
2005;nevada;21288.376623376626
1999;kentucky;21270.626120358513
1993;mississippi;21231.81818181818
2005;kentucky;21226.90513833992
1998;new mexico;21221.472140762464
1988;kentucky;21208.363636363636
1993;arkansas;21203.25874125874
1995;iowa;21196.76489028213
1995;arkansas;21187.493506493505
2016;arkansas;21185.06818181818
2007;nevada;21180.02886002886
2001;kansas;21173.329268292684
2006;kansas;21132.179361179362
2003;mississippi;21128.81818181818
1979;kansas;21087.454545454544
1989;iowa;21074.909090909092
2007;kansas;21036.01556101556
1998;utah;21023.93351424695
2018;nevada;21017.149920255186
1991;iowa;21009.49846782431
1988;iowa;21006.0
2004;kentucky;20975.938540332907
2005;kansas;20962.937733499377
1986;kentucky;20959.454545454544
2015;arkansas;20833.690909090907
1990;arkansas;20801.454545454544
2014;arkansas;20791.890909090907
1992;arkansas;20771.162679425837
2013;kentucky;20765.62156448203
2000;mississippi;20712.090909090908
1990;iowa;20703.81818181818
1983;iowa;20699.81818181818
1985;iowa;20675.090909090908
2003;kentucky;20656.143658810328
1996;new mexico;20564.40909090909
2002;arkansas;20485.81818181818
2004;nevada;20472.98204264871
1979;kentucky;20417.454545454544
1992;mississippi;20353.454545454544
2018;massachusetts;20343.460075128012
2003;arkansas;20279.87756174461
2017;arkansas;20258.397727272728
2001;arkansas;20236.636363636364
1992;iowa;20232.92929292929
1999;connecticut;20226.314229249012
2002;kansas;20182.665584415587
2018;wisconsin;20159.06891025641
1984;iowa;20102.909090909092
1984;kentucky;20026.363636363636
2000;connecticut;20017.90442890443
2000;arkansas;20004.787878787876
2014;kentucky;19992.81818181818
2003;nevada;19990.50984067479
1983;kansas;19972.18181818182
1985;kentucky;19965.81818181818
1989;arkansas;19929.090909090908
2004;mississippi;19918.81818181818
1991;mississippi;19892.272727272728
2008;nevada;19815.629593810445
2016;kentucky;19811.89578023223
2019;nevada;19810.549019607843
1997;iowa;19787.909090909092
1998;arkansas;19767.0
1995;new mexico;19694.257575757576
1993;iowa;19681.07459207459
2015;kentucky;19640.19680851064
1985;kansas;19489.090909090908
2017;kentucky;19483.304921394392
2001;connecticut;19417.937267410955
2020;wisconsin;19377.360795454548
2008;kansas;19353.217391304348
2018;arkansas;19352.545454545452
1999;utah;19273.8844375963
2003;utah;19269.134848484846
1984;kansas;19235.090909090908
2019;massachusetts;19040.24409429094
2002;connecticut;18952.740259740258
2019;wisconsin;18951.06791125541
1996;iowa;18922.55179704017
2004;connecticut;18920.524242424242
2003;connecticut;18915.287569573284
2019;arkansas;18897.214285714286
1999;new mexico;18863.00568181818
2004;utah;18803.053030303032
1991;new mexico;18799.272727272728
1994;iowa;18799.180327868853
2005;mississippi;18793.090909090908
1999;arkansas;18752.215909090908
2002;utah;18751.98653198653
1992;utah;18653.795454545456
2009;kansas;18617.634128166916
1994;new mexico;18609.780303030304
1988;arkansas;18581.636363636364
2006;mississippi;18532.545454545456
1992;new mexico;18495.090909090908
1997;nevada;18492.69494949495
1987;arkansas;18432.0
2012;kansas;18429.929653679654
2002;iowa;18412.924564796904
1990;new mexico;18412.545454545456
1993;new mexico;18411.909090909092
2005;utah;18393.949002217294
2006;connecticut;18391.069434502504
1994;utah;18390.712609970673
1995;nevada;18303.883689839575
1989;new mexico;18263.272727272728
2000;new mexico;18254.50909090909
1998;iowa;18218.47619047619
2000;utah;18175.50181818182
2020;arkansas;18167.555944055945
2005;connecticut;18149.17034421889
1988;new mexico;18137.272727272728
2010;kansas;18130.600313479623
2009;nevada;18113.25568181818
2018;kentucky;18108.635295260294
1990;mississippi;18102.0
2007;utah;18079.22807017544
2007;mississippi;18070.727272727272
1991;utah;18046.363636363636
2011;kansas;17976.5046113307
2008;utah;17917.475
2016;utah;17917.468113975578
1987;new mexico;17854.909090909092
2017;new mexico;17850.18181818182
1986;new mexico;17817.636363636364
2008;connecticut;17809.75774504825
2011;mississippi;17786.090909090908
2002;nevada;17774.31671554252
2009;utah;17773.729128014842
2015;utah;17739.20696324952
1990;utah;17729.454545454544
1993;utah;17713.395959595957
2001;new mexico;17707.15
1994;nevada;17690.153409090908
2007;connecticut;17651.25
2016;new mexico;17651.227272727272
1989;utah;17635.272727272728
2017;nevada;17591.036363636365
2013;nevada;17566.577833125775
2010;mississippi;17563.727272727272
2017;utah;17552.570599613155
2001;iowa;17546.460227272728
2001;utah;17511.696969696968
2019;kentucky;17501.140860661406
2013;kansas;17480.082887700533
1996;nevada;17465.090909090908
2009;mississippi;17415.18181818182
2003;iowa;17406.983253588518
2014;mississippi;17383.18181818182
2013;utah;17354.145933014355
2006;utah;17336.388206388205
2016;kansas;17321.20804195804
2000;iowa;17206.660427807485
2020;massachusetts;17172.74759220108
2008;mississippi;17170.340909090908
2015;mississippi;17163.727272727272
1987;utah;17162.363636363636
1988;mississippi;17160.727272727272
1988;utah;17151.454545454544
2004;iowa;17142.060606060604
2012;nevada;17141.897102897103
2010;utah;17135.965367965367
2002;new mexico;17127.545454545456
1985;new mexico;17100.0
2009;connecticut;16948.96318181818
2014;nevada;16930.43181818182
1986;arkansas;16926.18181818182
2005;iowa;16922.401759530792
2020;utah;16912.129966329965
2004;new mexico;16905.863636363636
2010;nevada;16898.085561497326
2006;iowa;16860.278996865203
2013;new mexico;16822.0
1999;iowa;16818.700879765398
2014;utah;16818.32727272727
1998;nevada;16774.210606060606
2012;utah;16769.043672014257
2015;kansas;16756.760997067446
1989;mississippi;16752.0
2017;kansas;16746.05194805195
2005;new mexico;16732.621212121212
2012;mississippi;16674.146464646463
2020;kentucky;16642.6737012987
2015;new mexico;16636.16783216783
2016;mississippi;16617.16818181818
1986;utah;16584.545454545456
1982;mississippi;16570.363636363636
2018;utah;16525.840909090908
2014;kansas;16509.745454545457
2019;utah;16475.909090909092
2017;mississippi;16442.235621521337
2018;kansas;16421.346666666668
1987;mississippi;16411.454545454544
2013;mississippi;16403.545454545456
2001;nevada;16336.826885880078
1982;new mexico;16326.90909090909
2018;new mexico;16322.533596837946
2011;utah;16297.733860342556
1981;mississippi;16271.818181818182
2003;new mexico;16246.727272727274
1984;new mexico;16164.727272727272
2006;new mexico;16146.30909090909
1983;new mexico;16142.363636363636
1982;arkansas;16126.727272727272
2008;new mexico;16125.656565656565
2007;new mexico;16088.305194805196
2010;connecticut;16063.43351886209
2007;iowa;16020.048701298701
1986;mississippi;15965.09090909091
1985;utah;15903.636363636364
2012;connecticut;15883.470408785844
2009;new mexico;15882.654545454547
1981;utah;15849.09090909091
2011;connecticut;15836.589628681179
1981;arkansas;15834.727272727272
1980;arkansas;15826.545454545454
2014;new mexico;15796.818181818182
2012;new mexico;15775.454545454546
1993;nevada;15608.719696969698
1980;mississippi;15604.0
1980;utah;15596.727272727272
2011;nevada;15551.634822804313
2011;new mexico;15538.23051948052
1995;hawaii;15535.818181818182
1985;mississippi;15515.09090909091
2000;nevada;15509.957219251337
2019;new mexico;15453.06526806527
1985;arkansas;15376.545454545454
1999;nevada;15307.816969696969
2020;nevada;15142.567689085983
1983;mississippi;15090.0
2010;new mexico;15077.950757575756
1982;utah;15071.09090909091
1983;utah;15065.272727272728
1992;nevada;14969.478260869566
1981;new mexico;14960.363636363636
2008;iowa;14896.515151515152
1983;arkansas;14816.90909090909
2013;connecticut;14735.124368686867
1991;nevada;14706.539772727272
